[info] runServer socketPath=/tmp/.cursor/home-runner-work-patchpilot-v2-patchpilot-v2-patchpilot-data-workspaces-b742203/worker.sock
[error] npx not found in PATH ERROR: [object Object]
[info] Indexing now
[info] Getting tree structure for workspacePath=/home/runner/work/patchpilot-v2/patchpilot-v2/.patchpilot-data/workspaces/moolen__skouter
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating files requestId=1d5516ce-ae20-42a3-addd-77485eaf11fd changes=32
[info] Updated files requestId=14a14696-ce9c-4cb5-975b-48f2dd8ee696 response=[object Object]
[info] Applying change type=add relativePath=pkg/sock/socket.go
[info] Applying change type=add relativePath=pkg/sock/pool.go
[info] Applying change type=add relativePath=pkg/indices/indices.go
[info] Applying change type=add relativePath=pkg/indices/generate.go
[info] Applying change type=add relativePath=pkg/controller/controller.go
[info] Applying change type=add relativePath=pkg/controller/util.go
[info] Applying change type=add relativePath=pkg/controller/reconcile_maps.go
[info] Applying change type=add relativePath=pkg/controller/debug.go
[info] Applying change type=add relativePath=pkg/dnsproxy/proxy.go
[info] Applying change type=add relativePath=pkg/dnsproxy/response.go
[info] Applying change type=add relativePath=pkg/netns/netns.go
[info] Applying change type=add relativePath=pkg/bpf/bpf.go
[info] Applying change type=add relativePath=pkg/bpf/tc.go
[info] Applying change type=add relativePath=pkg/bpf/egress_config_map.go
[info] Applying change type=add relativePath=pkg/bpf/egress_cidr_config_map.go
[info] Applying change type=add relativePath=pkg/util/util.go
[info] Applying change type=add relativePath=pkg/metrics/metrics_collector.go
[info] Applying change type=add relativePath=pkg/log/log.go
[info] Applying change type=add relativePath=.cursor/projects/home-runner-work-patchpilot-v2-patchpilot-v2-patchpilot-data-workspaces-moolen-skouter/.workspace-trusted
[info] Applying change type=add relativePath=.cursor/projects/home-runner-work-patchpilot-v2-patchpilot-v2-patchpilot-data-workspaces-moolen-skouter/worker.log
[info] Applying change type=add relativePath=.cursor/projects/home-runner-work-patchpilot-v2-patchpilot-v2-patchpilot-data-workspaces-moolen-skouter/repo.json
[info] Applying change type=add relativePath=.cursor/skills-cursor/update-cursor-settings/SKILL.md
[info] Applying change type=add relativePath=.cursor/skills-cursor/create-subagent/SKILL.md
[info] Applying change type=add relativePath=.cursor/skills-cursor/migrate-to-skills/SKILL.md
[info] Applying change type=add relativePath=.cursor/skills-cursor/shell/SKILL.md
[info] Applying change type=add relativePath=.cursor/skills-cursor/create-rule/SKILL.md
[info] Applying change type=add relativePath=.cursor/skills-cursor/create-skill/SKILL.md
[info] Applying change type=add relativePath=deploy/skouter/templates/rbac.yaml
[info] Applying change type=add relativePath=deploy/skouter/templates/NOTES.txt
[info] Applying change type=add relativePath=deploy/skouter/templates/daemonset.yaml
[info] Applying change type=add relativePath=deploy/skouter/templates/serviceaccount.yaml
[info] Applying change type=add relativePath=deploy/skouter/templates/_helpers.tpl
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating files requestId=dd33ba6d-6147-4668-8ff0-c177e6a66af8 changes=32
[info] Updated files requestId=7312f1c6-0f5b-4333-a50e-80a2ecbee73c response=[object Object]
[info] Applying change type=add relativePath=.github/actions/sign/action.yml
[info] Applying change type=add relativePath=pkg/bpf/c/egress.c
[info] Applying change type=add relativePath=pkg/cache/dns/cache.go
[info] Applying change type=add relativePath=pkg/cache/dns/hostname.go
[info] Applying change type=add relativePath=pkg/cache/fqdn/fqdn.go
[info] Applying change type=add relativePath=pkg/cache/fqdn/cache.go
[info] Applying change type=add relativePath=pkg/cache/fqdn/store.go
[info] Applying change type=add relativePath=deploy/skouter/templates/crds/egress.skouter_egresses.yaml
[info] Applying change type=add relativePath=pkg/bpf/c/headers/bpf_helpers.h
[info] Applying change type=add relativePath=pkg/bpf/c/headers/bpf_helper_defs.h
[info] Applying change type=add relativePath=pkg/bpf/c/headers/bpf_tracing.h
[info] Applying change type=add relativePath=pkg/bpf/c/headers/bpf_endian.h
[info] Applying change type=add relativePath=pkg/bpf/c/headers/common.h
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating file updateType=1 ancestorSpline=[object Object],[object Object],[object Object],[object Object],[object Object] partialPath=[object Object]
[info] Updating files requestId=cb70b6ea-0fbb-4082-bb12-1f480cc4a6e5 changes=13
[info] Updated files requestId=9e7a5ade-518f-425d-889c-31589c823302 response=[object Object]
[info] Updated files requestId=8198a499-0242-4b97-b936-9ca6b2500f2a response=[object Object]
[info] Updated files requestId=b35a0cd7-0963-44f7-968c-3602b24ff967 response=[object Object]
[info] Updated files requestId=2df73f6d-f9b5-4dc5-9e3f-a79846a300c6 response=[object Object]
[info] Updated files requestId=dd33ba6d-6147-4668-8ff0-c177e6a66af8 response=[object Object]
[info] Updated files requestId=0a3ea385-ee12-496b-8d84-c5c7e7805c37 response=[object Object]
[info] Updated files requestId=1d5516ce-ae20-42a3-addd-77485eaf11fd response=[object Object]
[info] Updated files requestId=cb70b6ea-0fbb-4082-bb12-1f480cc4a6e5 response=[object Object]
[info] Indexing finished
